intersection_id,tollgate_id,time_window,avg_travel_time
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",157.940666711
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",157.940666711
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",157.940666711
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",158.677168816
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",158.677168816
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",158.677168816
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",151.663394063
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",151.663394063
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",151.663394063
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",149.301470768
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",149.301470768
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",149.301470768
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",151.325984266
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",151.325984266
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",151.325984266
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",149.943233133
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",149.943233133
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",149.943233133
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",173.641449641
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",173.641449641
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",173.641449641
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",175.827139229
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",175.827139229
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",175.827139229
B,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",136.034403436
B,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",136.034403436
B,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",136.034403436
B,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",135.990992945
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",135.990992945
B,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",135.990992945
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",137.858528055
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",120.850669667
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",120.344855459
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",125.90791564
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",126.673652052
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",125.665496181
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",128.982520123
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",128.982520123
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",128.982520123
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",129.127217009
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",129.127217009
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",129.127217009
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",125.466616209
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",125.466616209
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",125.466616209
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",125.149974886
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",125.149974886
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",125.149974886
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",126.996104198
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",126.996104198
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",126.996104198
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",132.788537371
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",132.788537371
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",132.788537371
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",123.123171676
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",123.123171676
B,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",123.123171676
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",125.572974916
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",125.572974916
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",125.572974916
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",120.098118826
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",120.098118826
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",120.098118826
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",126.634236833
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",126.634236833
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",126.634236833
B,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",98.4356057451
B,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",98.4356057451
B,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",98.4356057451
B,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",97.8708701311
B,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",97.8708701311
B,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",97.8708701311
B,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",109.185797001
B,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",111.094397287
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",114.654023776
B,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",124.120531567
B,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",124.183138112
B,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",110.067653206
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",97.553971342
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",97.553971342
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",97.553971342
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",97.6436235228
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",97.6436235228
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",97.6436235228
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",91.8563903089
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",91.8563903089
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",91.8563903089
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",91.9292029509
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",91.9292029509
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",91.9292029509
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",90.3036323086
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",90.3036323086
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",90.3036323086
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",92.1849320924
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",92.1849320924
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",92.1849320924
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",91.3841407183
B,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",91.3841407183
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",91.3841407183
B,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",92.2855650291
B,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",92.2855650291
B,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",92.2855650291
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",87.4081649938
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",87.4081649938
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",87.4081649938
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",91.7476505984
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",91.7476505984
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",91.7476505984
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",221.617457441
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",221.617457441
C,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",221.617457441
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",228.428272311
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",228.428272311
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",228.428272311
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",164.529664702
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",169.592560724
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",163.947100668
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",174.293173782
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",178.222268889
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",190.007901247
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",200.306291651
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",200.306291651
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",200.306291651
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",201.046892295
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",201.046892295
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",201.046892295
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",200.821392478
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",200.821392478
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",200.821392478
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",200.207097037
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",200.207097037
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",200.207097037
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",193.402098164
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",193.402098164
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",193.402098164
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",200.400668824
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",200.400668824
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",200.400668824
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",184.048736942
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",184.048736942
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",184.048736942
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",187.110314712
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",187.110314712
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",187.110314712
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",176.021817955
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",176.021817955
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",176.021817955
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",185.165940737
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",185.165940737
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",185.165940737
C,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",184.01865975
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",184.01865975
C,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",184.01865975
C,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",190.308149497
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",190.308149497
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",190.308149497
C,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",163.878608698
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",185.076868264
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",226.340417407
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",197.353746083
C,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",196.817901739
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",168.523311176
C,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",168.87774287
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",168.87774287
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",168.87774287
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",169.563298809
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",169.563298809
C,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",169.563298809
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",167.211166578
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",167.211166578
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",167.211166578
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",166.986325102
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",166.986325102
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",166.986325102
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",156.709626274
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",156.709626274
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",156.709626274
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",159.797063545
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",159.797063545
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",159.797063545
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",152.309705984
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",152.309705984
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",152.309705984
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",153.822904825
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",153.822904825
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",153.822904825
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",143.331864123
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",143.331864123
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",143.331864123
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",150.279354502
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",150.279354502
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",150.279354502
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",73.0543435504
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",72.5251676444
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",72.6477977981
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",72.4305546962
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",65.7439611756
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",68.5064059628
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",70.0682821125
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",68.8669790634
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",69.6921613321
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",69.5766851229
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",63.8908311784
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",67.1979249258
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",69.7587666838
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",69.30355395
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",70.4116390355
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",70.0558204982
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",64.2119508386
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",67.3229853001
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",72.5219239469
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",71.6718042293
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",72.5275001633
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",72.3830926909
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",65.823102549
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",69.1172356941
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",70.3518937118
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",69.6776563975
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",70.6846157664
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",70.5725378137
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",64.2793876027
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",67.274074585
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",72.404920338
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",72.4613992842
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",73.4090044924
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",72.0429376446
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",65.7378614906
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",68.5205934153
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",69.8367131905
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",68.7163149636
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",69.6448093434
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",71.2659649566
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",63.6800282753
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",66.9852175325
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",122.375146004
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",122.375146004
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",122.375146004
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",124.950896025
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",124.950896025
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",124.950896025
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",116.988108212
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",116.988108212
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",116.988108212
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",119.310223547
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",119.310223547
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",119.310223547
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",128.689961302
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",128.689961302
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",128.689961302
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",130.755937531
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",130.755937531
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",130.755937531
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",116.996599485
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",116.996599485
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",116.996599485
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",119.048274497
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",119.048274497
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",119.048274497
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",110.45649608
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",110.45649608
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",110.45649608
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",119.471656168
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",119.471656168
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",119.471656168
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",114.231100333
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",114.231100333
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",114.231100333
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",118.939335625
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",118.939335625
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",118.939335625
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",132.368167504
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",132.368167504
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",132.368167504
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",136.940236092
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",136.940236092
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",136.940236092
B,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",134.995233767
B,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",134.995233767
B,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",134.995233767
B,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",144.224691504
B,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",144.224691504
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",144.224691504
B,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",127.629203072
B,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",127.629203072
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",127.629203072
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",130.383574865
B,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",130.383574865
B,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",130.383574865
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",138.139521293
B,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",138.139521293
B,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",138.139521293
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",140.969272652
B,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",140.969272652
B,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",140.969272652
