intersection_id,tollgate_id,time_window,avg_travel_time
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",157.101496352
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",157.101496352
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",157.101496352
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",157.101496352
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",157.101496352
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",157.101496352
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",153.195303392
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",153.195303392
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",153.195303392
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",153.195303392
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",153.195303392
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",153.195303392
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",146.675559766
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",146.675559766
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",146.675559766
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",146.675559766
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",146.675559766
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",146.675559766
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",176.598975475
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",176.598975475
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",176.598975475
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",176.598975475
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",176.598975475
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",176.598975475
B,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",130.11983146
B,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",130.11983146
B,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",130.11983146
B,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",130.11983146
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",130.11983146
B,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",130.11983146
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",137.858528055
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",120.850669667
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",120.344855459
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",125.90791564
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",126.673652052
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",125.665496181
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",128.740515135
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",128.740515135
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",128.740515135
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",128.740515135
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",128.740515135
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",128.740515135
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",126.98484382
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",126.98484382
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",126.98484382
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",126.98484382
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",126.98484382
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",126.98484382
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",134.617985025
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",134.617985025
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",134.617985025
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",134.617985025
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",134.617985025
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",134.617985025
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",125.600726166
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",125.600726166
B,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",125.600726166
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",125.600726166
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",125.600726166
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",125.600726166
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",127.30901666
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",127.30901666
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",127.30901666
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",127.30901666
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",127.30901666
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",127.30901666
B,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",93.5072526553
B,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",93.5072526553
B,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",93.5072526553
B,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",93.5072526553
B,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",93.5072526553
B,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",93.5072526553
B,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",109.185797001
B,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",111.094397287
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",114.654023776
B,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",124.120531567
B,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",124.183138112
B,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",110.067653206
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",95.6499974138
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",95.6499974138
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",95.6499974138
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",95.6499974138
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",95.6499974138
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",95.6499974138
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",91.9524805593
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",91.9524805593
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",91.9524805593
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",91.9524805593
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",91.9524805593
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",91.9524805593
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",96.1524942688
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",96.1524942688
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",96.1524942688
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",96.1524942688
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",96.1524942688
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",96.1524942688
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",91.6388350775
B,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",91.6388350775
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",91.6388350775
B,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",91.6388350775
B,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",91.6388350775
B,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",91.6388350775
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",92.751380037
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",92.751380037
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",92.751380037
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",92.751380037
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",92.751380037
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",92.751380037
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",217.664620896
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",217.664620896
C,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",217.664620896
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",217.664620896
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",217.664620896
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",217.664620896
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",164.529664702
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",169.592560724
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",163.947100668
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",174.293173782
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",178.222268889
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",190.007901247
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",199.349209808
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",199.349209808
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",199.349209808
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",199.349209808
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",199.349209808
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",199.349209808
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",198.201599816
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",198.201599816
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",198.201599816
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",198.201599816
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",198.201599816
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",198.201599816
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",198.84919569
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",198.84919569
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",198.84919569
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",198.84919569
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",198.84919569
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",198.84919569
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",185.514871295
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",185.514871295
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",185.514871295
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",185.514871295
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",185.514871295
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",185.514871295
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",185.928821147
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",185.928821147
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",185.928821147
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",185.928821147
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",185.928821147
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",185.928821147
C,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",181.05204209
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",181.05204209
C,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",181.05204209
C,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",181.05204209
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",181.05204209
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",181.05204209
C,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",163.878608698
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",185.076868264
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",226.340417407
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",197.353746083
C,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",196.817901739
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",168.523311176
C,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",166.258692087
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",166.258692087
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",166.258692087
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",166.258692087
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",166.258692087
C,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",166.258692087
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",163.169236556
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",163.169236556
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",163.169236556
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",163.169236556
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",163.169236556
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",163.169236556
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",160.383704933
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",160.383704933
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",160.383704933
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",160.383704933
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",160.383704933
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",160.383704933
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",151.552980207
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",151.552980207
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",151.552980207
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",151.552980207
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",151.552980207
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",151.552980207
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",151.371184524
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",151.371184524
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",151.371184524
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",151.371184524
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",151.371184524
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",151.371184524
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",73.0543435504
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",72.5251676444
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",72.6477977981
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",72.4305546962
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",65.7439611756
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",68.5064059628
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",70.0682821125
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",68.8669790634
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",69.6921613321
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",69.5766851229
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",63.8908311784
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",67.1979249258
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",69.7587666838
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",69.30355395
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",70.4116390355
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",70.0558204982
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",64.2119508386
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",67.3229853001
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",72.5219239469
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",71.6718042293
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",72.5275001633
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",72.3830926909
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",65.823102549
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",69.1172356941
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",70.3518937118
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",69.6776563975
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",70.6846157664
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",70.5725378137
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",64.2793876027
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",67.274074585
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",72.404920338
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",72.4613992842
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",73.4090044924
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",72.0429376446
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",65.7378614906
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",68.5205934153
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",69.8367131905
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",68.7163149636
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",69.6448093434
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",71.2659649566
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",63.6800282753
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",66.9852175325
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",123.292435007
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",123.292435007
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",123.292435007
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",126.906886702
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",126.906886702
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",126.906886702
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",119.873815436
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",119.873815436
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",119.873815436
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",123.488267131
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",123.488267131
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",123.488267131
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",131.928204528
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",131.928204528
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",131.928204528
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",135.542656223
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",135.542656223
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",135.542656223
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",120.384468359
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",120.384468359
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",120.384468359
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",123.998920053
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",123.998920053
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",123.998920053
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",116.250428167
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",116.250428167
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",116.250428167
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",119.864879861
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",119.864879861
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",119.864879861
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",114.795228832
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",114.795228832
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",114.795228832
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",118.409680526
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",118.409680526
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",118.409680526
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",135.420798236
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",135.420798236
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",135.420798236
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",139.03524993
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",139.03524993
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",139.03524993
B,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",132.097345419
B,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",132.097345419
B,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",132.097345419
B,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",135.38001859
B,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",135.38001859
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",135.38001859
B,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",128.129160805
B,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",128.129160805
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",128.129160805
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",131.411833977
B,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",131.411833977
B,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",131.411833977
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",140.143744069
B,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",140.143744069
B,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",140.143744069
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",143.426417241
B,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",143.426417241
B,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",143.426417241
